Number Of Executions, Total Milliseconds,  Milliseconds per execution, Type
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,GFC Logging (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,ShiftOne (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,HavaRunner (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,WSS4J (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.java.model.WindupJavaConfigurationModel).gremlin().has(classNotFoundAnalysisEnabled,EQUALS,true).as(default)"
     1,     92,    92.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TimedCallable_java.html)"
     1,     89,    89.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.90.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Google Guice (embedded)).as(default)"
     1,      3,     3.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JSON-B).as(default)"
     1,    161,   161.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.190.html)"
     1,     35,    35.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, NamedEntity_java.html)"
     1,      2,     2.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,MinLog (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,H2 Driver).as(default)"
     1,     77,    77.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TimeWindowMax_java.html)"
     1,     72,    72.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DiskSpaceMetrics_java.html)"
     1,    144,   144.00, "FreeMarkerIterationOperation.render(/reports/templates/about_windup.ftl, about_global.html)"
     1,     40,    40.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.9.html)"
   411,    128,     0.31, abstractGetPrettyPathForFile
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,XMLUnit (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Rythm Template Engine (embedded)).as(default)"
     1,      2,     2.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,iLog (embedded)).as(default)"
     1,     31,    31.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.115.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Geronimo JTA (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Java Transaction API (embedded)).as(default)"
     1,     38,    38.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.39.html)"
     1,    209,   209.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, NamingConvention_java.html)"
     1,     35,    35.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.140.html)"
     1,      2,     2.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,XACML (embedded)).as(default)"
     1,    174,   174.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, HttpRequestTags_java.html)"
     1,      2,     2.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Handlebars (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.javaee.model.EjbSessionBeanModel).gremlin().has(sessionType,EQUALS,Stateful).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JBoss Web XML).as(default)"
 14115,      0,     0.00, GraphService.findAllByProperty(qualifiedName)
     1,     64,    64.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TimeGauge_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,PicoContainer (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Mycontainer JTA (embedded)).as(default)"
     1,     50,    50.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, AbstractTimer_java.html)"
     1,     31,    31.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CumulativeFunctionCounter_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,RichFaces (embedded)).as(default)"
     1,    214,   214.00, getArchiveSHA1ToPathMapper
     1,    201,   201.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, JvmCompilationMetrics_java.html)"
     1,     48,    48.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ClassLoaderMetrics_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Santuario (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Sirona JTA (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JBehave (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spock (embedded)).as(default)"
     1,      6,     6.00, "Query.fromType(org.jboss.windup.rules.apps.java.model.JarArchiveModel).gremlin().has(fileName,REGEX,.*teiid.*\.jar$).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,0MQ Client (embedded)).as(default)"
     1,   1027,  1027.00, getTechnologyTagsForProjectTraversal
     1,    125,   125.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, AbstractCompositeMeter_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Cloudera (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Ehcache (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Meecrowave JTA (embedded)).as(default)"
     1,     79,    79.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TimedRunnable_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,AspectJ (embedded)).as(default)"
     1,     26,    26.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.63.html)"
     1,     86,    86.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.126.html)"
     1,     72,    72.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DatabaseTableMetrics_java.html)"
     1,      2,     2.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Guava Testing (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Jersey (embedded)).as(default)"
     1,     83,    83.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, StepDouble_java.html)"
     1,     69,    69.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, JvmMemoryMetrics_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,MRules (embedded)).as(default)"
     1,     80,    80.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.182.html)"
     1,     26,    26.00, Query.fromType(org.jboss.windup.rules.apps.java.model.project.MavenProjectModel).as(default)
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,RocketMQ Client (embedded)).as(default)"
     1,     58,    58.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, RoleDto_java.html)"
     1,     95,    95.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ValidationMessageDto_java.html)"
     1,     49,    49.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.145.html)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.EjbSessionBeanModel).as(default)
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.java.model.JavaSourceFileModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.javaee.model.EjbSessionBeanModel).gremlin().has(sessionType,EQUALS,Stateless).as(default)"
     1,     29,    29.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.100.html)"
     1,     99,    99.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.57.html)"
     1,     54,    54.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MeterRegistryConfigValidator_java.html)"
     1,    130,   130.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MultiGauge_java.html)"
     1,     95,    95.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.180.html)"
     1,     30,    30.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, StepValue_java.html)"
     1,     90,    90.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Timer_java.html)"
     1,      1,     1.00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[IMPORT]).as(9d9b0cc5-10e0-490b-bebe-7a9e00ba933c)"
     1,     57,    57.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Gauge_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,GlassFish JTA (embedded)).as(default)"
     1,      3,     3.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Hibernate (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.graph.model.WindupConfigurationModel).gremlin().has(csv,EQUALS,true).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Micrometer (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,PicketLink (embedded)).as(default)"
     1,    222,   222.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, SpecialtyDto_java.html)"
     1,    101,   101.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, HazelcastCacheMetrics_java.html)"
     1,      5,     5.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,EAR).as(default)"
     1,    112,   112.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.28.html)"
     1,     58,    58.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DropwizardRate_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Lumberjack (embedded)).as(default)"
     1,     37,    37.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, FunctionCounter_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OpenWS (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache HBase Client).as(default)"
     1,     63,    63.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, StepTuple2_java.html)"
     1,     43,    43.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, VisitAllOfDto_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JSecurity (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Play (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,PrimeFaces (embedded)).as(default)"
     1,      4,     4.00, Query.fromType(org.jboss.windup.rules.apps.java.archives.model.IdentifiedArchiveModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring Transactions (embedded)).as(default)"
     1,     97,    97.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, PushRegistryConfig_java.html)"
     1,     67,    67.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, HibernateQueryMetrics_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Arquillian (embedded)).as(default)"
     1,    117,   117.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.130.html)"
    38,      4,     0.11, org.jboss.windup.reporting.config.HasHint
     1,    135,   135.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DropwizardTimer_java.html)"
     1,      2,     2.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,AMQP Client (embedded)).as(default)"
     1,     26,    26.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.123.html)"
     1,    103,   103.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.2.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Swagger (embedded)).as(default)"
     1,     43,    43.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, HierarchicalNameMapper_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.NamespaceMetaModel).gremlin().has(namespaceURI,EQUALS,http://java.sun.com/xml/ns/persistence).as(default)"
     1,     50,    50.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.86.html)"
     1,     78,    78.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.166.html)"
     1,     75,    75.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.149.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,PicketBox (embedded)).as(default)"
     1,     84,    84.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DropwizardDistributionSummary_java.html)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.xml.model.DoctypeMetaModel).gremlin()org.jboss.windup.rules.apps.javaee.rules.DiscoverHibernateConfigurationRuleProvider$1@2a660622.as(default)
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JMustache (embedded)).as(default)"
     1,    115,   115.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.64.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JBoss EJB XML).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Blitz4j (embedded)).as(default)"
     1,    164,   164.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.79.html)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.java.model.WindupJavaConfigurationModel).as(default)
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JAXB).as(default)"
     1,     49,    49.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.6.html)"
     1,     83,    83.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, PropertyValidator_java.html)"
     1,    105,   105.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.17.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Easy Rules (embedded)).as(default)"
     1,    108,   108.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TimedExecutor_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Properties).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JFreeChart (embedded)).as(default)"
     1,     31,    31.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.html)"
     1,     44,    44.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TimedExecutorService_java.html)"
     1,     91,    91.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TomcatMetrics_java.html)"
 71524,      9,     0.00, TypeInterestFactory.matchesAny(text).manualSearch
     1,      3,     3.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(fileName,EQUALS,ibm-ejb-jar-bnd.xmi).has(rootTagName,EQUALS,EJBJarBinding).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JCache (embedded)).as(default)"
     1,     55,    55.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MicrometerMetricsPublisherCommand_java.html)"
  3193,    182,     0.06, GraphService.findAllByProperty(name)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,ServiceMix (embedded)).as(default)"
     1,     61,    61.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.153.html)"
     1,    104,   104.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.173.html)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.java.ip.HardcodedIPLocationModel).as(default)
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.JPAPersistenceUnitModel).as(default)
     1,    118,   118.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.161.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Java EE Batch API).as(default)"
     1,     53,    53.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MeterNotFoundException_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Restito (embedded)).as(default)"
     1,     86,    86.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.157.html)"
     1,     29,    29.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.114.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OACC (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OCPsoft Logging Utils (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring DI (embedded)).as(default)"
     1,    186,   186.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, AbstractTimeWindowHistogram_java.html)"
     1,     63,    63.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, RmiDebuggerImpl_java.html)"
     1,     34,    34.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, PetFieldsDto_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Composite Logging JCL (embedded)).as(default)"
     1,     55,    55.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, JvmHeapPressureMetrics_java.html)"
     1,     77,    77.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.150.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.javaee.model.JmsDestinationModel).gremlin().has(destinationType,EQUALS,QUEUE).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Mule Functional Test Framework (embedded)).as(default)"
     1,     30,    30.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, RootRestController_java.html)"
     1,      2,     2.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Test Interface (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring (embedded)).as(default)"
     1,    116,   116.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DropwizardGauge_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Micro DI (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring Boot (embedded)).as(default)"
     5,     63,    12.60, Query.fromType(org.jboss.windup.graph.model.ArchiveModel).as(default)
     1,      2,     2.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Anakia (embedded)).as(default)"
     1,     58,    58.00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[IMPORT]).as(e71415a2-dba3-40db-a04c-a419db1b6dda)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Logging to Socket Handler).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OWASP ESAPI (embedded)).as(default)"
     1,      2,     2.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,XFire (embedded)).as(default)"
     1,      5,     5.00, Query.fromType(org.jboss.windup.graph.model.ArchiveModel).gremlin()org.jboss.windup.config.query.Query$1@567d4b7b.as(default)
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Qpid Client (embedded)).as(default)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.HibernateEntityModel).as(default)
     1,     60,    60.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.30.html)"
     1,      2,     2.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JACC).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,tinylog (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,DVSL (embedded)).as(default)"
     1,     28,    28.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.5.html)"
     1,     52,    52.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.102.html)"
   137,     95,     0.69, GraphService.findAllByProperty(stats.name)
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Logback (embedded)).as(default)"
     1,     50,    50.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, StepCounter_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Dynacache (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Silk DI (embedded)).as(default)"
     1,      2,     2.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,weblogic-web-app).as(default)"
     1,      2,     2.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,web-app).has(fileName,NOT_EQUALS,geronimo-web.xml).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Camunda (embedded)).as(default)"
     1,    141,   141.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.165.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Teiid (embedded)).as(default)"
     1,     83,    83.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, KafkaMetrics_java.html)"
     1,    116,   116.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Search_java.html)"
    63,     86,     1.37, DiscoverPropertiesFilesRuleProvider.perform
     1,    121,   121.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, NoopDistributionSummary_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,EtlUnit (embedded)).as(default)"
     1,     55,    55.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.154.html)"
     1,     91,    91.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, HistogramSnapshot_java.html)"
     1,    199,   199.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.111.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JSTL (embedded)).as(default)"
     1,    174,   174.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.59.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JSF (embedded)).as(default)"
     1,     60,    60.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, NoopCounter_java.html)"
     1,     91,    91.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Person_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OW2 JTA (embedded)).as(default)"
     1,     96,    96.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CompositeGauge_java.html)"
     1,     47,    47.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.160.html)"
     1,    103,   103.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ValueAtPercentile_java.html)"
     1,    181,   181.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.44.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Portlet (embedded)).as(default)"
   329,     97,     0.29, GraphService.findAllByProperty(mavenIdentifier)
